NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_DN	166	165		
LIANG_SILENCED_BY_METHYLATION_UP	33	33		
SONG_TARGETS_OF_IE86_CMV_PROTEIN	55	55		
LEE_CALORIE_RESTRICTION_NEOCORTEX_DN	68	68		
CUI_TCF21_TARGETS_2_UP	433	432		
SESTO_RESPONSE_TO_UV_C1	74	74		
LY_AGING_MIDDLE_UP	14		Rejected!	
WENG_POR_TARGETS_GLOBAL_UP	19	19		
WU_HBX_TARGETS_1_UP	16	16		
GEISS_RESPONSE_TO_DSRNA_UP	39	39		
ABE_VEGFA_TARGETS	19	19		
MMS_MOUSE_LYMPH_HIGH_4HRS_UP	36	35		
BURTON_ADIPOGENESIS_1	31	31		
LIANG_SILENCED_BY_METHYLATION_DN	11		Rejected!	
MOREIRA_RESPONSE_TO_TSA_DN	18	18		
WENG_POR_TARGETS_GLOBAL_DN	25	25		
BURTON_ADIPOGENESIS_7	50	50		
BROWNE_HCMV_INFECTION_10HR_UP	98	97		
LIU_SMARCA4_TARGETS	50	50		
GENTILE_UV_RESPONSE_CLUSTER_D1	17	17		
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	276	274		
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_EARLY_UP	14		Rejected!	
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN	18	18		
ZHANG_ANTIVIRAL_RESPONSE_TO_RIBAVIRIN_DN	45	45		
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_DN	26	26		
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	11		Rejected!	
BRACHAT_RESPONSE_TO_CAMPTOTHECIN_DN	42	42		
WHITESIDE_CISPLATIN_RESISTANCE_DN	13		Rejected!	
BURTON_ADIPOGENESIS_PEAK_AT_0HR	63	63		
JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP	49	49		
JACKSON_DNMT1_TARGETS_DN	22	21		
DAZARD_RESPONSE_TO_UV_NHEK_DN	300	300		
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP	18	18		
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6	17	17		
KALMA_E2F1_TARGETS	11		Rejected!	
VERRECCHIA_RESPONSE_TO_TGFB1_C4	11		Rejected!	
ZHU_CMV_24_HR_UP	82	82		
BURTON_ADIPOGENESIS_11	51	51		
BROWNE_HCMV_INFECTION_12HR_UP	113	112		
IVANOVA_HEMATOPOIESIS_STEM_CELL_AND_PROGENITOR	566		Rejected!	
RAMASWAMY_METASTASIS_UP	66	65		
DAZARD_RESPONSE_TO_UV_SCC_UP	105	105		
KAYO_CALORIE_RESTRICTION_MUSCLE_UP	94	94		
JIANG_HYPOXIA_NORMAL	200	198		
BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN	32	31		
ABE_INNER_EAR	44	43		
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_5	23	23		
TSENG_IRS1_TARGETS_UP	119	118		
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	18	18		
XU_GH1_AUTOCRINE_TARGETS_UP	197	196		
XU_GH1_EXOGENOUS_TARGETS_DN	105	104		
BAELDE_DIABETIC_NEPHROPATHY_DN	436	435		
BROWNE_HCMV_INFECTION_6HR_UP	64	64		
DAZARD_UV_RESPONSE_CLUSTER_G1	62	62		
LY_AGING_OLD_DN	56	56		
WENG_POR_DOSAGE	23	23		
MURAKAMI_UV_RESPONSE_24HR	20	20		
SEMENZA_HIF1_TARGETS	36	36		
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN	52	51		
WANG_CISPLATIN_RESPONSE_AND_XPC_UP	185	185		
VARELA_ZMPSTE24_TARGETS_UP	43	43		
YIH_RESPONSE_TO_ARSENITE_C3	31	31		
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	47	47		
CHENG_RESPONSE_TO_NICKEL_ACETATE	45	44		
TSENG_ADIPOGENIC_POTENTIAL_DN	47	47		
DAZARD_UV_RESPONSE_CLUSTER_G6	145	145		
XU_GH1_AUTOCRINE_TARGETS_DN	131	130		
SESTO_RESPONSE_TO_UV_C7	70	70		
KAAB_FAILED_HEART_VENTRICLE_DN	44	44		
JIANG_HYPOXIA_CANCER	58	58		
ZAMORA_NOS2_TARGETS_DN	81	81		
YIH_RESPONSE_TO_ARSENITE_C1	22	22		
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN	160	158		
BURTON_ADIPOGENESIS_PEAK_AT_8HR	38	38		
SIMBULAN_PARP1_TARGETS_DN	17	17		
SAFFORD_T_LYMPHOCYTE_ANERGY	88	88		
WU_HBX_TARGETS_2_UP	23	23		
SESTO_RESPONSE_TO_UV_C5	46	46		
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	17	17		
LY_AGING_MIDDLE_DN	16	16		
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_UP	25	25		
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1	421	421		
WENG_POR_TARGETS_LIVER_UP	40	40		
HU_GENOTOXIC_DAMAGE_4HR	36	36		
MCDOWELL_ACUTE_LUNG_INJURY_DN	47	47		
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	21	21		
MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6	47	47		
GENTILE_UV_LOW_DOSE_DN	64	64		
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN	19	19		
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP	19	19		
GENTILE_UV_RESPONSE_CLUSTER_D8	37	37		
BROWNE_HCMV_INFECTION_24HR_UP	146	146		
WANG_SMARCE1_TARGETS_UP	292	290		
SESTO_RESPONSE_TO_UV_C3	22	22		
HAN_JNK_SINGALING_DN	39	38		
KRASNOSELSKAYA_ILF3_TARGETS_DN	46	46		
GENTILE_RESPONSE_CLUSTER_D3	53	53		
JI_RESPONSE_TO_FSH_UP	68	68		
LEE_CALORIE_RESTRICTION_MUSCLE_DN	47	47		
ABE_VEGFA_TARGETS_30MIN	29	29		
BROWNE_HCMV_INFECTION_6HR_DN	164	163		
LEE_AGING_MUSCLE_UP	38	38		
CARDOSO_RESPONSE_TO_GAMMA_RADIATION_AND_3AB	14		Rejected!	
MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_DN	10		Rejected!	
SASSON_FSH_RESPONSE	8		Rejected!	
CHEN_ETV5_TARGETS_TESTIS	26	26		
ZHU_CMV_8_HR_UP	41	41		
WELCSH_BRCA1_TARGETS_DN	141	140		
DASU_IL6_SIGNALING_SCAR_DN	16	16		
JIANG_AGING_CEREBRAL_CORTEX_DN	49	49		
MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN	272	271		
BURTON_ADIPOGENESIS_9	85	85		
URS_ADIPOCYTE_DIFFERENTIATION_DN	31	31		
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN	13		Rejected!	
BROWNE_HCMV_INFECTION_12HR_DN	100	100		
MAHAJAN_RESPONSE_TO_IL1A_UP	77	77		
JIANG_AGING_HYPOTHALAMUS_UP	49	49		
KYNG_RESPONSE_TO_H2O2	66	66		
DAZARD_UV_RESPONSE_CLUSTER_G2	30	30		
VERRECCHIA_RESPONSE_TO_TGFB1_C3	14		Rejected!	
WESTON_VEGFA_TARGETS_3HR	66	65		
TSENG_ADIPOGENIC_POTENTIAL_UP	31	30		
JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP	31	31		
MCLACHLAN_DENTAL_CARIES_UP	265	261		
GERHOLD_ADIPOGENESIS_UP	48	48		
WENG_POR_TARGETS_LIVER_DN	22	22		
SU_PLACENTA	30	30		
BURTON_ADIPOGENESIS_6	193	193		
SUZUKI_RESPONSE_TO_TSA	18	18		
BURTON_ADIPOGENESIS_PEAK_AT_16HR	41	41		
MARCHINI_TRABECTEDIN_RESISTANCE_DN	46	46		
BILD_MYC_ONCOGENIC_SIGNATURE	207	205		
BILD_E2F3_ONCOGENIC_SIGNATURE	245	245		
BILD_HRAS_ONCOGENIC_SIGNATURE	249	249		
BILD_SRC_ONCOGENIC_SIGNATURE	58	58		
BILD_CTNNB1_ONCOGENIC_SIGNATURE	77	77		
DOUGLAS_BMI1_TARGETS_UP	563		Rejected!	
DOUGLAS_BMI1_TARGETS_DN	314	314		
KRIGE_AMINO_ACID_DEPRIVATION	29	29		
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_UP	934		Rejected!	
KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN	940		Rejected!	
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_UP	771		Rejected!	
KRIGE_RESPONSE_TO_TOSEDOSTAT_24HR_DN	1033		Rejected!	
GHO_ATF5_TARGETS_UP	13		Rejected!	
GHO_ATF5_TARGETS_DN	16	16		
DURCHDEWALD_SKIN_CARCINOGENESIS_UP	92	92		
DURCHDEWALD_SKIN_CARCINOGENESIS_DN	264	264		
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	15	15		
LI_CYTIDINE_ANALOG_PATHWAY	17	17		
KIM_LRRC3B_TARGETS	30	30		
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE	77	77		
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM	68	68		
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST	133	133		
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_UP	20	20		
CLASPER_LYMPHATIC_VESSELS_DURING_METASTASIS_DN	35	35		
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP	405	404		
MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN	379	379		
MCCOLLUM_GELDANAMYCIN_RESISTANCE_UP	10		Rejected!	
MCCOLLUM_GELDANAMYCIN_RESISTANCE_DN	7		Rejected!	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_1	534		Rejected!	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_2	464	464		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_3	725		Rejected!	
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4	307	307		
CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_5	493	492		
MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_UP	10		Rejected!	
MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN	10		Rejected!	
SINGH_NFE2L2_TARGETS	14		Rejected!	
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	64	64		
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN	49	49		
LOPES_METHYLATED_IN_COLON_CANCER_UP	28	28		
LOPES_METHYLATED_IN_COLON_CANCER_DN	28	28		
HARRIS_BRAIN_CANCER_PROGENITORS	43	43		
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_UP	21	21		
TUOMISTO_TUMOR_SUPPRESSION_BY_COL13A1_DN	19	19		
BAFNA_MUC4_TARGETS_UP	5		Rejected!	
HOWLIN_CITED1_TARGETS_1_UP	35	35		
HOWLIN_CITED1_TARGETS_1_DN	37	37		
HOWLIN_CITED1_TARGETS_2_UP	18	18		
HOWLIN_CITED1_TARGETS_2_DN	17	17		
HILLION_HMGA1_TARGETS	86	86		
HILLION_HMGA1B_TARGETS	85	85		
DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_UP	75	75		
LEIN_NEURON_MARKERS	69	69		
LEIN_ASTROCYTE_MARKERS	43	43		
LEIN_OLIGODENDROCYTE_MARKERS	76	76		
LEIN_CHOROID_PLEXUS_MARKERS	105	104		
LEIN_MIDBRAIN_MARKERS	84	84		
LEIN_PONS_MARKERS	93	93		
LEIN_MEDULLA_MARKERS	86	86		
LEIN_CEREBELLUM_MARKERS	86	85		
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	18	18		
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	37	37		
GAVIN_FOXP3_TARGETS_CLUSTER_T4	96	96		
GAVIN_FOXP3_TARGETS_CLUSTER_T7	100	99		
GAVIN_FOXP3_TARGETS_CLUSTER_P2	80	80		
GAVIN_FOXP3_TARGETS_CLUSTER_P3	164	164		
GAVIN_FOXP3_TARGETS_CLUSTER_P4	101	101		
GAVIN_FOXP3_TARGETS_CLUSTER_P6	91	91		
GAVIN_FOXP3_TARGETS_CLUSTER_P7	92	92		
GAVIN_PDE3B_TARGETS	22	22		
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_UP	19	19		
GAVIN_IL2_RESPONSIVE_FOXP3_TARGETS_DN	5		Rejected!	
ZHENG_BOUND_BY_FOXP3	493	493		
MARSON_BOUND_BY_FOXP3_STIMULATED	997		Rejected!	
MARSON_BOUND_BY_FOXP3_UNSTIMULATED	1205		Rejected!	
MARSON_BOUND_BY_E2F4_UNSTIMULATED	689		Rejected!	
MARSON_FOXP3_TARGETS_STIMULATED_UP	30	30		
MARSON_FOXP3_TARGETS_STIMULATED_DN	11		Rejected!	
MARSON_FOXP3_CORE_DIRECT_TARGETS	19	19		
ZHENG_FOXP3_TARGETS_IN_THYMUS_UP	197	197		
ZHENG_FOXP3_TARGETS_IN_THYMUS_DN	13		Rejected!	
ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_UP	12		Rejected!	
ZHENG_FOXP3_TARGETS_IN_T_LYMPHOCYTE_DN	39	39		
ZHENG_FOXP3_TARGETS_UP	26	26		
ZHENG_FOXP3_TARGETS_DN	7		Rejected!	
SANSOM_APC_TARGETS	208	208		
SANSOM_APC_MYC_TARGETS	240	239		
SANSOM_APC_TARGETS_REQUIRE_MYC	224	222		
SANSOM_WNT_PATHWAY_REQUIRE_MYC	63	63		
YEGNASUBRAMANIAN_PROSTATE_CANCER	135	133		
RIGGINS_TAMOXIFEN_RESISTANCE_UP	67	67		
RIGGINS_TAMOXIFEN_RESISTANCE_DN	221	220		
NIKOLSKY_OVERCONNECTED_IN_BREAST_CANCER	21	21		
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	30	30		
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	41	41		
STEIN_ESRRA_TARGETS_UP	385	384		
STEIN_ESRRA_TARGETS_DN	106	104		
WANG_LSD1_TARGETS_UP	24	24		
WANG_LSD1_TARGETS_DN	37	37		
FOSTER_TOLERANT_MACROPHAGE_UP	167	167		
FOSTER_TOLERANT_MACROPHAGE_DN	413	413		
TESAR_ALK_TARGETS_EPISC_3D_UP	7		Rejected!	
TESAR_ALK_TARGETS_EPISC_4D_UP	6		Rejected!	
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_UP	5		Rejected!	
TESAR_ALK_AND_JAK_TARGETS_MOUSE_ES_D4_DN	5		Rejected!	
TESAR_JAK_TARGETS_MOUSE_ES_D3_DN	8		Rejected!	
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN	17	17		
JI_CARCINOGENESIS_BY_KRAS_AND_STK11_UP	12		Rejected!	
GAZIN_EPIGENETIC_SILENCING_BY_KRAS	25	25		
JEPSEN_SMRT_TARGETS	33	33		
KYNG_DNA_DAMAGE_BY_4NQO	36	35		
KYNG_DNA_DAMAGE_BY_GAMMA_RADIATION	77	77		
KYNG_DNA_DAMAGE_BY_UV	54	54		
KYNG_DNA_DAMAGE_BY_4NQO_OR_GAMMA_RADIATION	15	15		
KYNG_DNA_DAMAGE_BY_4NQO_OR_UV	60	60		
KYNG_DNA_DAMAGE_BY_GAMMA_AND_UV_RADIATION	77	77		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_OLD	12		Rejected!	
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_4NQO_IN_WS	37	37		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_OLD	29	29		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_GAMMA_IN_WS	31	31		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_OLD	23	23		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_NOT_BY_UV_IN_WS	12		Rejected!	
KYNG_DNA_DAMAGE_DN	182	182		
KYNG_DNA_DAMAGE_UP	205	204		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_UP	53	53		
KYNG_ENVIRONMENTAL_STRESS_RESPONSE_DN	17	17		
KONDO_PROSTATE_CANCER_HCP_WITH_H3K27ME3	97	97		
KONDO_PROSTATE_CANCER_WITH_H3K27ME3	194	194		
KONDO_COLON_CANCER_HCP_WITH_H3K27ME1	26	26		
KONDO_COLON_CANCER_HCP_WITH_H3K27ME3	6		Rejected!	
KONDO_EZH2_TARGETS	229	228		
ZHANG_GATA6_TARGETS_UP	16	16		
ZHANG_GATA6_TARGETS_DN	62	62		
MCGOWAN_RSP6_TARGETS_UP	19	19		
KANG_CISPLATIN_RESISTANCE_UP	21	21		
KANG_CISPLATIN_RESISTANCE_DN	8		Rejected!	
STEARMAN_TUMOR_FIELD_EFFECT_UP	38	38		
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_UP	128	128		
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN	62	62		
HELLER_SILENCED_BY_METHYLATION_UP	283	277		
HELLER_SILENCED_BY_METHYLATION_DN	107	107		
HELLER_HDAC_TARGETS_UP	317	313		
HELLER_HDAC_TARGETS_DN	293	292		
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	462	454		
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_DN	281	279		
CLAUS_PGR_POSITIVE_MENINGIOMA_UP	10		Rejected!	
CLAUS_PGR_POSITIVE_MENINGIOMA_DN	12		Rejected!	
WONG_MITOCHONDRIA_GENE_MODULE	218	217		
WONG_PROTEASOME_GENE_MODULE	50	50		
COATES_MACROPHAGE_M1_VS_M2_UP	86	86		
COATES_MACROPHAGE_M1_VS_M2_DN	85	84		
LEE_METASTASIS_AND_RNA_PROCESSING_UP	16	15		
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_UP	74	73		
LEE_METASTASIS_AND_ALTERNATIVE_SPLICING_DN	45	45		
LIN_MELANOMA_COPY_NUMBER_UP	72	72		
LIN_MELANOMA_COPY_NUMBER_DN	41	41		
MARTINEZ_RB1_TARGETS_UP	683		Rejected!	
MARTINEZ_RB1_TARGETS_DN	559		Rejected!	
MARTINEZ_TP53_TARGETS_UP	618		Rejected!	
MARTINEZ_TP53_TARGETS_DN	604		Rejected!	
MARTINEZ_RB1_AND_TP53_TARGETS_UP	617		Rejected!	
MARTINEZ_RB1_AND_TP53_TARGETS_DN	600		Rejected!	
FINETTI_BREAST_CANCER_KINOME_RED	16	16		
FINETTI_BREAST_CANCER_KINOME_GREEN	16	16		
FINETTI_BREAST_CANCERS_KINOME_BLUE	21	21		
FINETTI_BREAST_CANCERS_KINOME_GRAY	15	15		
MASSARWEH_TAMOXIFEN_RESISTANCE_UP	580		Rejected!	
MASSARWEH_TAMOXIFEN_RESISTANCE_DN	256	255		
MASSARWEH_RESPONSE_TO_ESTRADIOL	62	62		
WALLACE_PROSTATE_CANCER_UP	20	19		
WALLACE_PROSTATE_CANCER_DN	6		Rejected!	
WALLACE_PROSTATE_CANCER_RACE_UP	303	300		
WALLACE_PROSTATE_CANCER_RACE_DN	88	88		
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	166	165		
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN	145	144		
OUILLETTE_CLL_13Q14_DELETION_UP	75	75		
OUILLETTE_CLL_13Q14_DELETION_DN	56	56		
YOKOE_CANCER_TESTIS_ANTIGENS	35	35		
MARZEC_IL2_SIGNALING_UP	115	114		
MARZEC_IL2_SIGNALING_DN	36	36		
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	192	192		
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_DN	359	359		
IWANAGA_CARCINOGENESIS_BY_KRAS_UP	172	171		
IWANAGA_CARCINOGENESIS_BY_KRAS_DN	122	122		
DER_IFN_ALPHA_RESPONSE_DN	5		Rejected!	
CAMPS_COLON_CANCER_COPY_NUMBER_UP	93	92		
CAMPS_COLON_CANCER_COPY_NUMBER_DN	74	71		
RIZKI_TUMOR_INVASIVENESS_3D_UP	209	208		
RIZKI_TUMOR_INVASIVENESS_3D_DN	262	261		
RIZKI_TUMOR_INVASIVENESS_2D_UP	69	68		
RIZKI_TUMOR_INVASIVENESS_2D_DN	63	63		
FUJII_YBX1_TARGETS_UP	43	43		
FUJII_YBX1_TARGETS_DN	194	194		
OSADA_ASCL1_TARGETS_UP	46	46		
OSADA_ASCL1_TARGETS_DN	24	24		
CHENG_IMPRINTED_BY_ESTRADIOL	110	110		
DE_YY1_TARGETS_UP	20	20		
DE_YY1_TARGETS_DN	93	93		
MCCABE_BOUND_BY_HOXC6	457	455		
POS_RESPONSE_TO_HISTAMINE_UP	12		Rejected!	
POS_RESPONSE_TO_HISTAMINE_DN	11		Rejected!	
POS_HISTAMINE_RESPONSE_NETWORK	32	32		
DAIRKEE_CANCER_PRONE_RESPONSE_E2	28	28		
DAIRKEE_CANCER_PRONE_RESPONSE_BPA	51	51		
DAIRKEE_CANCER_PRONE_RESPONSE_BPA_E2	118	117		
YAMASHITA_SILENCED_BY_METHYLATION	8		Rejected!	
YAMASHITA_METHYLATED_IN_PROSTATE_CANCER	62	61		
OUYANG_PROSTATE_CANCER_PROGRESSION_UP	21	20		
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	21	21		
OUYANG_PROSTATE_CANCER_MARKERS	20	20		
RIGGI_EWING_SARCOMA_PROGENITOR_UP	434	433		
RIGGI_EWING_SARCOMA_PROGENITOR_DN	195	194		
GAUTSCHI_SRC_SIGNALING	8		Rejected!	
VICENT_METASTASIS_UP	14		Rejected!	
AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53	108	107		
HANN_RESISTANCE_TO_BCL2_INHIBITOR_UP	36	36		
HANN_RESISTANCE_TO_BCL2_INHIBITOR_DN	48	47		
ENGELMANN_CANCER_PROGENITORS_UP	48	48		
ENGELMANN_CANCER_PROGENITORS_DN	69	68		
WORSCHECH_TUMOR_REJECTION_UP	61	60		
WORSCHECH_TUMOR_REJECTION_DN	10		Rejected!	
HUANG_FOXA2_TARGETS_UP	47	47		
HUANG_FOXA2_TARGETS_DN	38	38		
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP	20	20		
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN	20	20		
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_UP	24	24		
MCCABE_HOXC6_TARGETS_UP	10		Rejected!	
MCCABE_HOXC6_TARGETS_DN	21	21		
TING_SILENCED_BY_DICER	30	30		
BOYERINAS_ONCOFETAL_TARGETS_OF_LET7A1	12		Rejected!	
MCCABE_HOXC6_TARGETS_CANCER_UP	31	31		
MCCABE_HOXC6_TARGETS_CANCER_DN	20	20		
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP	68	68		
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN	58	58		
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP	173	172		
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN	354	353		
ACEVEDO_LIVER_CANCER_UP	972		Rejected!	
ACEVEDO_LIVER_CANCER_DN	540		Rejected!	
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP	863		Rejected!	
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN	274	274		
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP	290	289		
ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN	221	213		
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP	139	138		
ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN	119	117		
ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN	872		Rejected!	
MITSIADES_RESPONSE_TO_APLIDIN_UP	446	442		
MITSIADES_RESPONSE_TO_APLIDIN_DN	250	249		
HOQUE_METHYLATED_IN_CANCER	56	56		
NADELLA_PRKAR1A_TARGETS_UP	9		Rejected!	
NADELLA_PRKAR1A_TARGETS_DN	7		Rejected!	
SAGIV_CD24_TARGETS_UP	22	22		
SAGIV_CD24_TARGETS_DN	45	45		
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP	41	41		
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN	82	82		
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	99	99		
SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN	324	324		
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP	22	22		
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN	38	38		
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_UP	6		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN	10		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_UP	6		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN	32	32		
SMID_BREAST_CANCER_LUMINAL_B_UP	168	168		
SMID_BREAST_CANCER_LUMINAL_B_DN	587		Rejected!	
SMID_BREAST_CANCER_LUMINAL_A_UP	85	85		
SMID_BREAST_CANCER_LUMINAL_A_DN	18	18		
SMID_BREAST_CANCER_ERBB2_UP	151	151		
SMID_BREAST_CANCER_ERBB2_DN	5		Rejected!	
SMID_BREAST_CANCER_NORMAL_LIKE_UP	483	479		
SMID_BREAST_CANCER_NORMAL_LIKE_DN	6		Rejected!	
SMID_BREAST_CANCER_BASAL_UP	662		Rejected!	
SMID_BREAST_CANCER_BASAL_DN	700		Rejected!	
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_UP	9		Rejected!	
KUMAMOTO_RESPONSE_TO_NUTLIN_3A_DN	10		Rejected!	
ITO_PTTG1_TARGETS_UP	12		Rejected!	
ITO_PTTG1_TARGETS_DN	9		Rejected!	
LE_SKI_TARGETS_UP	17	17		
LE_SKI_TARGETS_DN	7		Rejected!	
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_UP	31	31		
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_DN	22	21		
BONOME_OVARIAN_CANCER_SURVIVAL_OPTIMAL_DEBULKING	237	237		
BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING	505		Rejected!	
GALI_TP53_TARGETS_APOPTOTIC_UP	8		Rejected!	
GALI_TP53_TARGETS_APOPTOTIC_DN	6		Rejected!	
MOSERLE_IFNA_RESPONSE	31	31		
MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER	42	42		
WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_UP	20	20		
WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_DN	5		Rejected!	
WEBER_METHYLATED_HCP_IN_FIBROBLAST_UP	6		Rejected!	
WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN	43	42		
WEBER_METHYLATED_HCP_IN_SPERM_DN	29	29		
WEBER_METHYLATED_HCP_IN_SPERM_UP	20	19		
BASSO_HAIRY_CELL_LEUKEMIA_UP	79	78		
BASSO_HAIRY_CELL_LEUKEMIA_DN	6		Rejected!	
